ResponseId,Career_level,Research_approach,Discipline,Discipline_category,Awareness_Open_Research,Awareness_Preregistration,Awareness_Open_Material,Awareness_Open_Protocols,Awareness_Open_Data,Awareness_FAIR_Data,Awareness_Open_Code/Software,Awareness_Preprints,Awareness_Open_Peer_Review,Awareness_Open_Access,Awareness_Replication_Studies,Awareness_Co-production,Awareness_Recognising_Contributions,Awareness_Citizen_Science,Use_Open_Research,Use_Preregistration,Use_Open_Material,Use_Open_Protocols,Use_Open_Data,Use_FAIR_Data,Use_Open_Code/Software,Use_Preprints,Use_Open_Peer_Review,Use_Open_Access,Use_Replication_Studies,Use_Co-production,Use_Recognising_Contributions,Use_Citizen_Science,Attitudes_Usefulness,Attitudes_Participation,Attitudes_Confidence,Attitudes_Comprehension,Attitudes_Support,Attitudes_Training,Attitudes_Norms,Attitudes_Resources,Attitudes_Assessment,Facilitators_Guidance,Facilitators_Training,Facilitators_Ethical_clarity,Facilitators_Prioritisation,Facilitators_Infrastructure,Facilitators_Time_allocation,Facilitators_Incentives,Facilitators_Recognition,Facilitators_Peer_support,Facilitators_Disciplinary_norms,Facilitators_No_intention,Facilitators_Already_engaged,Facilitators_Something_else,Methods_Archival_/_primary_source,Methods_Case_study_analysis,Methods_Experimental_methods,Methods_Interview_methods,Methods_Meta-analysis_/_research_synthesis,Methods_Observational_methods,Methods_Practise-based_research,Methods_Probabilistic_/_simulation_methods,Methods_Secondary_source_analysis,Methods_Survey_based_methods,Methods_Theoretical_research,Methods_Other
R_84vE9lYZ2lhTUIx,Senior,Both,Social sciences,Social Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,Not applicable to my research,I have used it,I have NOT used it,I have used it,I have used it,I have used it,I use it often,I have used it,I use it often,I have NOT used it,I have used it,I have used it,I have used it,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
R_2lioRmwxmWsrJ97,Junior,Both,Physical sciences,Physical Sciences,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I have used it,I use it often,I have NOT used it,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Not applicable,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8S0ZMc2C8hbguxb,Senior,Both,Social sciences,Social Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,Not applicable to my research,I have used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
R_8zNmAxOPsOsOGvp,Junior,Both,Engineering and technology,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,Not applicable to my research,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Not applicable,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
R_2czKBLLJZND88vg,Mid,Qualitative,Social sciences,Social Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have used it,I have NOT used it,I have used it,I use it often,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2SwdMd1ULZ4sKpa,Junior,Qualitative,Education and teaching,Social Sciences,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,Not applicable,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2YfGfQoBDjAZsRj,Senior,Qualitative,"Literature, language and area studies",Arts and Humanities,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,I have used it,Not applicable to my research,I have used it,NA,I have used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have used it,Not applicable to my research,I have used it,Not applicable to my research,I have used it,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
R_2ohhbMS9NAmldE9,Junior,Both,Social sciences,Social Sciences,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,I use it often,I have NOT used it,I use it often,Not applicable to my research,I use it often,I have NOT used it,I use it often,I use it often,I have NOT used it,I use it often,I have NOT used it,I use it often,I use it often,I have NOT used it,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
R_8fjiR55PP91IJ0L,Senior,Both,Biosciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have used it,I have used it,Not applicable to my research,I use it often,I have NOT used it,I use it often,I have NOT used it,I have used it,I use it often,I have NOT used it,I use it often,I have used it,I have used it,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
R_2HhS4kMlYcZEEr2,Junior,Qualitative,Business and management,Social Sciences,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not applicable to my research,NA,I have NOT used it,Not applicable to my research,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,NA,Not applicable to my research,Neutral,Neutral,Strongly agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_2FksiyEW7GgVMtj,Junior,Both,Mathematical sciences,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,I have used it,I use it often,I have NOT used it,I use it often,Not applicable to my research,I have NOT used it,Not applicable to my research,I have NOT used it,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Not applicable,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_7laiNin7XeKWR4u,Junior,Qualitative,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have used it,I have NOT used it,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Not applicable,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_3qWMHLfmPsE2zbf,Junior,Qualitative,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have used it,I have NOT used it,I have NOT used it,I use it often,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I use it often,I have used it,I have used it,I have NOT used it,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_7KeeFRBM7AG93sB,Senior,Both,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,Not applicable to my research,I have used it,I have used it,I have used it,I have NOT used it,I use it often,I have used it,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Strongly agree,Strongly disagree,Neutral,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
R_2pTboYteFBC7Gxz,Mid,Quantitative,Biosciences,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,I use it often,I have NOT used it,I have used it,I have NOT used it,I use it often,I use it often,I use it often,I have used it,I have used it,I use it often,I have NOT used it,Not applicable to my research,I use it often,Not applicable to my research,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
R_8S4vJ6jR1JNDaCZ,Junior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable to my research,Not applicable to my research,Not applicable to my research,I use it often,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,I use it often,I use it often,Not applicable to my research,Not applicable to my research,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Not applicable,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8VpUctCk5c22CrJ,Senior,Quantitative,Physical sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,Not applicable to my research,I have used it,I have NOT used it,I have used it,I have used it,I have used it,I use it often,I have NOT used it,I use it often,I have used it,I have NOT used it,I have used it,I have used it,Somewhat agree,Neutral,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_86YS1J0gZNeA3Ul,Mid,Both,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I use it often,I use it often,I use it often,I use it often,I have NOT used it,I use it often,I use it often,I have NOT used it,I use it often,I have NOT used it,I have used it,I have used it,I have NOT used it,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
R_8jd6dhac1uqtAAi,Junior,Quantitative,Engineering and technology,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have NOT used it,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Strongly agree,Somewhat disagree,Not applicable,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2GTgAMAUec9gzuK,Senior,Qualitative,"Literature, language and area studies",Arts and Humanities,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I have used it,Not applicable to my research,I have used it,I have NOT used it,I use it often,I have NOT used it,Not applicable to my research,I have NOT used it,I have used it,I use it often,Not applicable to my research,I use it often,Not applicable to my research,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Not applicable,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
R_8ZPPAchObMPhQpY,Junior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have NOT used it,I have used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,NA,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have used it,I have NOT used it,Neutral,Neutral,Neutral,Somewhat agree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_29bNKFRDqpVySD9,Mid,Quantitative,Physical sciences,Physical Sciences,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I have used it,I have used it,Not applicable to my research,I have NOT used it,Not applicable to my research,Neutral,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Strongly disagree,Strongly disagree,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8Sh8EoW03fOEDSx,Junior,Both,Engineering and technology,Physical Sciences,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I use it often,I have used it,I have used it,Not applicable to my research,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8QWZJK17UvbeVeV,Senior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I use it often,I use it often,I use it often,I have used it,I use it often,I use it often,I have used it,I use it often,I use it often,I have used it,I use it often,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
R_2aazjlXyAg6N0QP,Senior,Both,Computing and information sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have NOT used it,I use it often,I have NOT used it,I have used it,I use it often,I have used it,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
R_84CwCxaQxYLzdR1,Senior,Quantitative,Business and management,Social Sciences,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have used it,I have NOT used it,I have used it,I have used it,I have NOT used it,I have NOT used it,Not applicable to my research,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Somewhat disagree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_2c8DHlIf3bLAs5X,Junior,Qualitative,"Literature, language and area studies",Arts and Humanities,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,I have NOT used it,I have used it,I have used it,I have NOT used it,I have used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,Not applicable to my research,Strongly agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_61FpFDs0NmL7XvT,Senior,Qualitative,Philosophy and religious studies,Arts and Humanities,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,Not applicable to my research,I use it often,I have used it,I use it often,Not applicable to my research,I use it often,I have used it,I use it often,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
R_6MinXDSuULkxg41,Junior,Both,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have used it,I use it often,I have used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have used it,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Not applicable,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_8O6Ne4wZWoG22td,Mid,Quantitative,Medical-allied subjects,Health & Biological Sciences,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,I have NOT used it,I have NOT used it,I have used it,I have used it,I have used it,I have NOT used it,I use it often,I have used it,I have NOT used it,I use it often,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Neutral,Neutral,Neutral,Somewhat disagree,Somewhat disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2dHxhR3xMoHBSdO,Junior,Qualitative,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I have used it,I have used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,Strongly agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Not applicable,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_2dgc16o0YbEedXy,Mid,Quantitative,Computing and information sciences,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,Not applicable to my research,Not applicable to my research,I use it often,Not applicable to my research,I use it often,I use it often,I use it often,I use it often,I use it often,Not applicable to my research,I use it often,I use it often,Not applicable to my research,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Strongly agree,Not applicable,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_2MFDNGAvS5E3gPL,Senior,Both,Physical sciences,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I use it often,Not applicable to my research,Not applicable to my research,I use it often,I use it often,I use it often,I use it often,I have NOT used it,I have NOT used it,I use it often,Not applicable to my research,Not applicable to my research,I use it often,Not applicable to my research,Strongly agree,Neutral,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
R_2IizwmVvT7lSFl2,(Missing),(Missing),(Missing),NA,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,I use it often,NA,I have used it,NA,I use it often,I use it often,I have NOT used it,I have NOT used it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
